Episode,A2C_Reward,A2C_Moving_Average,A3C_Reward,A3C_Moving_Average
128,40.6848238714243,42.463611311664444,57.95575332892136,58.21615285537475
129,42.067291344456436,42.394950426408975,58.508538354994094,58.242951069773724
130,40.929797024221344,42.30622385184423,53.644154219852595,57.99118841795685
131,38.922756035124216,42.30559056789552,54.553331855395975,57.767046451289694
132,42.26735951149524,42.28729096578469,53.0360750380865,57.62276889063609
133,40.130689554152454,42.158040930167836,55.99063401507686,57.66135251733412
134,43.34640963571185,41.95397258836433,57.62312070001856,57.54352504101779
135,40.722975616163026,41.88904029435584,58.92159227407253,57.572535590123266
136,45.842627955073894,42.035409521426594,56.468173418253826,57.57284419154303
137,41.37504724306819,41.99661056151207,59.09648120676103,57.51169040487804
138,42.51347213270953,42.13250428697545,53.978859041077044,57.31969929838882
139,45.01717225186206,42.16651464080434,53.43855183426886,57.01369428193725
140,41.1765808208292,42.05129292324402,56.26163252252377,56.94707801694575
141,44.35603688436268,42.09439282002992,57.043560864568875,56.754133253681324
142,46.79173931559099,42.43205599121783,56.38272607694722,56.558313118202044
143,41.25114091112947,42.263616571363606,52.984544641526895,56.36730444492106
144,45.13503585911973,42.571327931578466,56.42188471753726,56.248860295853184
145,45.59480422629486,42.70393641508299,54.443270535200654,56.063684178076656
146,46.956089183005325,42.74426460323225,57.89997519440819,55.99430921241175
147,43.242538150339485,42.916219376306714,57.498404222105464,56.107563203079884
148,43.40451417998686,43.05220389173484,55.403762246500946,55.97996364895886
149,47.42164507103176,43.31992157806361,56.26670942027639,55.867872202222976
150,47.30573373973104,43.638718413839094,55.49025781978071,55.96017738221938
151,47.5467197353926,44.069916598852515,57.34639524992088,56.099830551945615
152,48.07085657445482,44.36009145200049,59.249515300568106,56.410502565069706
153,46.34668466866493,44.670891207726115,56.1329891081639,56.41762031972405
154,48.49486874390029,44.92831416313554,58.85794287897978,56.47936142867211
155,48.933318274704334,45.3388312960626,57.30055750393997,56.39830969016549
156,47.22683642513849,45.40804171956584,57.062777134544305,56.428039875980005
157,52.685426615450275,45.97356068818493,58.44419826462522,56.39542572887323
158,50.1883329725665,46.35730373017778,57.087592410623635,56.55086239735054
159,47.13185075900278,46.46303765553482,58.132521051212265,56.78556085819772
160,51.08698784518513,46.95855800675262,57.26738388478839,56.83584842631095
161,48.06829451576704,47.14417088832284,62.87662695932652,57.12750173104884
162,51.81878069727529,47.39552295740705,59.831039410692284,57.29991739773609
163,52.770863005864925,47.971509062143824,58.816630767094985,57.59152170401448
164,49.00252044513468,48.16488329144457,60.60446513808759,57.80065072504201
165,52.74117219209865,48.52220168973476,60.282623037317826,58.09261835014787
166,51.79013549440865,48.76390400530492,60.32804780472094,58.2140219806635
167,52.737897266525124,49.23867196111421,61.97402711841545,58.437803125479
168,54.995184149629,49.818205459596314,62.439002053045314,58.78956511580621
169,50.79697016852398,49.986971714470926,60.46466895533302,58.999463092559054
170,49.844601173407,50.11391508615473,60.59586784486292,59.25474359381316
171,49.61554654990725,50.21735642688046,61.30737047967802,59.45279235530103
172,49.78377163607064,50.30300217996125,58.05290136414579,59.392961658479905
173,51.26060387109784,50.54869814008289,59.57165696654376,59.5648950513989
174,52.07554947271009,50.72773217652339,64.64173741754888,59.85408477832736
175,51.90465199929692,50.87629886275302,65.27352881589017,60.25273334392487
176,52.94394675296297,51.16215437914423,62.20048977530729,60.50961897596302
177,51.23500730531709,51.08963341363758,63.7378395447379,60.77430103996865
178,54.017561255616656,51.281094827790085,63.407145370803,61.090278687977616
179,50.46580618903967,51.44779259929193,68.21841749437769,61.59457351013589
180,56.304403614843025,51.70866338777482,64.97943556705101,61.98017609424902
181,51.96994811447009,51.903746067709974,62.935721233908794,61.983130807978135
182,48.84582692767747,51.755098379230084,61.59070032222472,62.071113853554756
183,48.24832819735665,51.52897163880467,60.530828589173865,62.156823744658695
184,51.17500798275739,51.637596015685816,63.6389757447219,62.30854927499041
185,49.57466628452567,51.479270720307156,62.0232121180444,62.39557872902674
186,51.25435288559699,51.45248158986658,60.89179425374789,62.4237660514781
187,50.57251240625085,51.34421234685286,62.19592772333051,62.43486108172384
188,49.276713307859104,51.058288804764366,61.42705341186501,62.38426364966483
189,47.523507639950175,50.894615678335676,66.08984945446264,62.66552267462131
190,45.982261544500325,50.70149869689034,64.66237574046528,62.86884806940143
191,47.9156647125291,50.61650460502143,63.07826575614542,62.95739283322479
192,50.321830991993046,50.64340757281756,65.52288015926476,63.330891772980735
193,48.842852161814434,50.52251998735339,63.041229138821606,63.50437038159464
194,45.735761389987736,50.20553058321727,61.336537319688475,63.33911037670161
195,48.39471542568127,50.03003375453649,65.27012206269146,63.338940039041674
196,48.650176486796646,49.81534524122817,63.46696733418659,63.402263916985646
197,45.95454697432559,49.55132222467859,60.64833125570556,63.247788502534036
198,47.88533780590681,49.2447110521931,61.94067698958992,63.17446508347338
199,47.564115835154944,49.09962653449887,60.62107733140987,62.794598075324984
200,45.046930057335274,48.53675285662348,59.598056011543314,62.5255290975496
201,47.95004434802046,48.33575766830099,63.357388989737636,62.54661248534104
202,48.275011199781055,48.30721688190617,64.85895188477045,62.710025063468336
203,49.25671258292773,48.35763610118473,59.06254153902275,62.63661071096078
204,49.15426889089092,48.256599146591405,62.222559420227284,62.56578989473604
205,44.266823492148745,47.99120700697256,59.98421113289223,62.46383984547843
206,45.14186926092434,47.685582825738926,60.087513784447694,62.42362582201342
207,48.06308166489946,47.56011128867136,59.73555199193111,62.300607035443456
208,48.09634074857501,47.50109266070716,59.10363078053453,62.18443590387693
209,48.154874510994794,47.53266100425938,60.488602549110524,61.90437355860932
210,54.90634719272123,47.97886528667043,58.83219176175295,61.61286435967371
211,48.43856400977743,48.00501025153285,60.54931673991596,61.48641690886224
212,49.68316454145243,47.97307692900581,59.855924161343836,61.20306910896619
213,49.454058348649,48.00363723834754,59.39493152614409,61.02075422833231
214,49.00091605316016,48.16689497150616,58.12704498413777,60.860279611554766
215,47.23688794351362,48.10900359739778,58.56796308335499,60.52517166258796
216,49.570905908939366,48.155040068504924,60.72182709759403,60.38791465075833
217,46.70802400351199,48.19271391996424,60.1897661283566,60.36498639439087
218,47.994719234970084,48.1981829914174,57.5889367663909,60.147399383230926
219,47.724995208173404,48.20622696006832,59.34484692683454,60.083587863002165
220,49.09813774910722,48.40878734465692,60.39169119269256,60.123269622059624
221,53.81221088586231,48.70189567154902,56.22828760405797,59.766814552775635
222,45.70516911824662,48.57340356747229,59.955885400439094,59.52166122855906
223,51.07573071595264,48.664354474123535,57.885838536459,59.46282607843087
224,46.74634850791698,48.54395845497484,59.97686245081748,59.35054122996039
225,49.299861384652026,48.79561034960001,57.71837355430009,59.23724935103079
226,52.695235598086605,49.173278666458124,55.97122379261799,59.03143485143929
227,50.91944314795192,49.31609674061074,56.31077899084181,58.86019620138484
228,48.90715421804797,49.35663741408439,59.21173346338762,58.865601335527494
229,49.900291100892055,49.44390824357925,59.63797089008685,58.8230697525763
230,52.953146518484616,49.346248209867426,57.739294514813125,58.76842489022931
231,50.38940505912548,49.44379026233482,60.45575490191929,58.763746798329485
232,52.530759606981924,49.5861700156113,56.65191143183373,58.60354616185398
233,52.4266452503515,49.73479936069642,59.482771393548155,58.607938155224176
234,51.2584204043073,49.84767457825378,57.66661170517986,58.584916491276296
235,57.062672073322304,50.338963784744216,58.75835770438576,58.594436222327815
236,54.24149828942284,50.57249340376839,60.098325523034895,58.56326114359986
237,49.106731944545864,50.69242880082008,58.71560267434148,58.48955297089911
238,53.69663538931499,50.97752460853733,59.693511431901406,58.594781704174636
239,52.149201632085585,51.198734929732936,62.23435005838755,58.73925686075229
240,55.30813281067381,51.50923468281127,59.72578642235792,58.705961622235556
241,52.12939211186564,51.42509374411143,62.31545203474154,59.01031984376973
242,53.576167952997615,51.81864368584898,59.16690462432716,58.970870804964136
243,54.88636266500768,52.00917528330174,62.1839708154269,59.18577741891254
244,55.65782581345444,52.45474914857861,63.93202264818654,59.383535428780974
245,51.554612332526425,52.56748669597232,57.47864193559322,59.37154884784563
246,53.293981036245306,52.59742396788026,60.524693931066174,59.59922235476805
247,52.99983054993265,52.7014433379793,63.058180448756254,59.93659242766377
248,52.608974308901054,52.886534342521955,61.927359681006095,60.0723737385447
249,57.39198394385384,53.26111898467004,63.09538724775388,60.24524455642804
250,54.5965098821599,53.343287152853804,61.62499631626938,60.439529646500866
251,51.17091172875859,53.38236248633547,62.98066724259842,60.56577526353482
252,55.4159650468481,53.52662275832878,62.7438329941135,60.870371341648806
253,57.694436557795704,53.79001232370099,65.16106293914925,61.15428591892886
254,55.36827318139305,53.995504962555266,63.767075210061655,61.459309094172944
255,50.102284525612426,53.647485585169775,64.05768577185472,61.7242754975464
256,51.99593525318686,53.53520743335798,62.92240045369698,61.86547924407951
257,55.308633120961886,53.84530249217878,62.92133334787362,62.075765777756104
258,51.15832741928857,53.718387093677464,63.130709444887366,62.247625678405406
259,53.25010692096177,53.77343235812127,64.63989196065651,62.36790277351885
260,53.69205024477515,53.69262822982633,63.34380725605432,62.54880381520367
261,50.06237104894283,53.5892771766802,64.62864716591871,62.66446357176253
262,51.565436346037025,53.488740596332164,67.7267304428027,63.09245486268632
263,44.96671653642278,52.992758289902916,65.72761134242718,63.26963688903631
264,49.163475715469964,52.66804078500369,63.72598594095597,63.259335053674796
265,50.470087324546476,52.61381453460469,66.34102362995047,63.70245413839266
266,48.2443386268264,52.36133241413374,63.609091183945026,63.85667400103661
267,53.77284022249076,52.39998289776165,60.82699756605469,63.74511485690152
268,47.4209759785947,52.14058298124634,62.55227569375934,63.77636065753918
269,49.18119956680771,51.73004376239403,61.04529186836513,63.673855888569754
270,50.111199831819626,51.505778259877026,63.5733486073112,63.77127350312183
271,52.530647663223355,51.57376505660026,64.1335331614229,63.828916799063066
272,46.58619294677505,51.13227645159661,66.86991416521964,64.03522085761837
273,51.60689544573617,50.82789939599363,64.480455553508,64.0011904883363
274,49.1378296432003,50.51637721908399,63.44446348901445,63.98505990228394
275,47.00649756020474,50.36158787081361,65.1073870731113,64.03754496734678
276,49.76233191983375,50.24990770414595,59.80786855024844,63.88181837217435
277,49.122300744309406,49.94059108531333,63.82647699346241,63.92707555445379
278,47.428115424345236,49.754080485566156,64.58612453649629,63.99984630903424
279,48.69156947039928,49.52615361303803,60.60327664145794,63.798015543074314
280,47.724405965375105,49.22777139906803,64.89493288196077,63.87557182436963
281,48.685253305767766,49.158915511909285,63.353135095593,63.81179622085335
282,49.76610808479877,49.06894909884737,61.89334684940804,63.520127041183606
283,51.61813318919395,49.40151993148593,63.49228999918611,63.40836097402155
284,45.99538384246755,49.2431153378358,66.09064286192657,63.52659382007009
285,52.78255257783379,49.358738600500175,62.35134091096374,63.32710968412075
286,44.67808640718121,49.18042598951791,62.27477769128726,63.260394009487854
287,48.36438066506348,48.910003011646545,60.88259268952024,63.26317376566114
288,49.94965500991004,49.03643696321232,60.03068058069138,63.13709401000774
289,49.45878763685687,49.05031636671477,62.70123259051536,63.219891046115244
290,47.79310349537182,48.93441154989238,59.652016239513735,63.02382442772538
291,48.78094841743514,48.74692658760297,61.05126439717829,62.869710989513145
292,48.38583068226676,48.83690847437755,59.94544060721322,62.523487311612826
293,48.38253775441876,48.67569058981169,61.40622772572174,62.36977592022352
294,51.46344345404936,48.79197128035414,61.00133283854732,62.24761938770016
295,50.69342679454957,48.97631774207138,62.04866055235168,62.09468306166218
296,48.81947956970376,48.92917512456488,59.27803783857764,62.068191526078635
297,52.239634132912926,49.08504179399506,59.55683017362665,61.85470918508685
298,51.29782306490796,49.27852717602319,58.23337956295643,61.53707193640986
299,52.557759253555425,49.471836665181,59.035461806528325,61.45868119466337
300,52.4444497196106,49.70783885289278,60.33811926972925,61.230840514051806
